image,gt_classes,pred_classes,missing_classes,extra_classes,has_false_positive,class_recall,class_precision,class_f1
913598756_jpg.rf.ad466909226fccfe2861ddd60bcca842.jpg,9H|JS|QS,9H|JS|QS,,,FALSE,1,1,1
915524455_jpg.rf.d2ee47c2a6cb5471d120e2329eb4343b.jpg,10S|6C|KS,10S|KS,6C,,FALSE,0.6667,1,0.8
915881511_jpg.rf.a061dd39bb8912126fea61d020850d72.jpg,5H|8S|JS,5H|8S|JS,,,FALSE,1,1,1
918963054_jpg.rf.b417fc87212efe3cd1e3ab9e63945d4e.jpg,2S|5C|KH,5C,2S|KH,,FALSE,0.3333,1,0.5
920462642_jpg.rf.f8e8be720f86670c66f05de3ed7d762f.jpg,2H|9H|KS,2H|9H|KS,,,FALSE,1,1,1
922218062_jpg.rf.2ff5158d73b13dc7b637337a7300825e.jpg,10S|3H|5H,3H|5H,10S,,FALSE,0.6667,1,0.8
924670655_jpg.rf.4c2894218ba23787c93b3964d3c9bb39.jpg,5C|7H|QD,5C|7H|QD,,,FALSE,1,1,1
927049785_jpg.rf.1fe41f91d1176da6d2d24a35cbed4e3e.jpg,3C|4C|QH,3C|4C|QH,,,FALSE,1,1,1
929197762_jpg.rf.b35f3f5a59fe2cd43d9d6e65b91c8d8c.jpg,2D|2H|4S,2H|3D|4S,2D,3D,TRUE,0.6667,0.6667,0.6667
929768179_jpg.rf.4af552af6e5d22d064900319c6e1cd69.jpg,7H|8C|8D,7H|8C|8D,,,FALSE,1,1,1
931995136_jpg.rf.68e41c69dc028a8b74723c5ac4923ef0.jpg,4D|8S|AH,4D|8S|AH,,,FALSE,1,1,1
932667419_jpg.rf.8ce3279c6f0c347ca8309501bf9f06cb.jpg,2C|6H|JH,2C|8H|JH,6H,8H,TRUE,0.6667,0.6667,0.6667
934734800_jpg.rf.77ac49b0a8ba02284b8d7a66fead2c34.jpg,3C|5C|7S,3C|5C|7S,,,FALSE,1,1,1
934914668_jpg.rf.e3cb9803a3eeaf6f622e1cac3ea661bf.jpg,10D|10S|JS,10D|10S|7C|JS,,7C,TRUE,1,0.75,0.8571
935769765_jpg.rf.a94c44d7dc69d4917fcea636fcd8c93d.jpg,2C|2S|3H,3H,2C|2S,,FALSE,0.3333,1,0.5
936973687_jpg.rf.59a3f15e148414135ede2db6d8da170a.jpg,5C|5H|8D,5C|5H|8D,,,FALSE,1,1,1
937443134_jpg.rf.0908dc8444b112fb0d08f7b4c98f8ef2.jpg,2H|8D|AH,2H|8D|AH,,,FALSE,1,1,1
938795530_jpg.rf.6413b624323162680de600335b224fbe.jpg,10D|7D|JC,10D|7D|JC,,,FALSE,1,1,1
939564836_jpg.rf.1dc5f800365bf590a76727086c6c42a5.jpg,8D|9H|AS,8D|9H|AC|AS,,AC,TRUE,1,0.75,0.8571
942926303_jpg.rf.fb06b7aac8a4d2687eb7b6abbc4269d1.jpg,2C|KS|QH,2C|KS|QH,,,FALSE,1,1,1
943087031_jpg.rf.1baf0d88a8afb4b66cfbd97f3662e6f7.jpg,2S|7H|JS,2S|7H|JS,,,FALSE,1,1,1
949363040_jpg.rf.92258597857fecb29148318ae922bf49.jpg,3D|AD|JH,3D|AD|JH,,,FALSE,1,1,1
949635112_jpg.rf.a795f64cf3b1ec6c52ca5031288c7202.jpg,4S|8C|KC,4S|6C|KC,8C,6C,TRUE,0.6667,0.6667,0.6667
949637919_jpg.rf.41e912c8591e24f3e0b5441101f9b074.jpg,10C|7D|QD,7D|QD,10C,,FALSE,0.6667,1,0.8
952331081_jpg.rf.7d10bffe96d2ae9765765d3193f0e29f.jpg,2H|5C|KC,2H|5C|KC,,,FALSE,1,1,1
954542544_jpg.rf.0827c06bc479f8fb92ab98a2f6f5d366.jpg,2C|4D|5D,2C|4D|5D,,,FALSE,1,1,1
955985216_jpg.rf.b66cd1fe0e37812d4fb19fd4bca32ebe.jpg,7D|8H|QC,10C|6H|7D,8H|QC,10C|6H,TRUE,0.3333,0.3333,0.3333
958598313_jpg.rf.605f6420b28e3703af48732edf229106.jpg,3S|4C|8D,3S|8D,4C,,FALSE,0.6667,1,0.8
963916273_jpg.rf.e965d781c0c7c222838558ceae1079ac.jpg,4D|6C|9D,4D|6C|9D,,,FALSE,1,1,1
964368993_jpg.rf.096c64b3dac3b30ed61b61723926ba5d.jpg,3C|3D|JD,3C|3D|JD,,,FALSE,1,1,1
965016732_jpg.rf.a8cd1ebcc22ab1b4df6bec031aa60724.jpg,10C|8H|JD,10C|8H|JD,,,FALSE,1,1,1
970798548_jpg.rf.2d61ca4a1b9a80179189806783aeb719.jpg,6H|6S|9D,6H|6S|9D,,,FALSE,1,1,1
971339924_jpg.rf.6dc49b101b77aa722823a2b1ce79f249.jpg,5H|6C|QC,5H|6C|QC,,,FALSE,1,1,1
978472794_jpg.rf.a9782b5695f26409dcf9f08ec4540431.jpg,3D|7C|8H,3D|7C|8H,,,FALSE,1,1,1
986310223_jpg.rf.d0cca859111ed916ce755fe2c8da3aa8.jpg,3H|KD|QH,3H|KD,QH,,FALSE,0.6667,1,0.8
990148034_jpg.rf.7b04a9c1bea72fb767c180694e678038.jpg,4C|8C|KD,4C|KD,8C,,FALSE,0.6667,1,0.8
990477678_jpg.rf.91005d35a986cf573d65c9849176f0d0.jpg,3S|AC|AS,3S|AC,AS,,FALSE,0.6667,1,0.8
992273932_jpg.rf.daf64af4f3a685fde3bc30f75f1b7e94.jpg,10S|6C|JD,10S|6S|JD,6C,6S,TRUE,0.6667,0.6667,0.6667
992604199_jpg.rf.0b65e555a8ae68acb022d00a955432a6.jpg,2C|2D|AH,2C|AH,2D,,FALSE,0.6667,1,0.8
993483266_jpg.rf.84a86a0afd82f781d9a7d7b9a68df6b8.jpg,2S|4S|7S,2S|4S|7S,,,FALSE,1,1,1
998379961_jpg.rf.f228f5c2c209c2440baad1bba77d36b2.jpg,10S|5C|8D,10S|5C|6D,8D,6D,TRUE,0.6667,0.6667,0.6667
998385375_jpg.rf.30658a7addd2928b8f16c7a301ac6e7e.jpg,6C|8C|KC,8C|KC,6C,,FALSE,0.6667,1,0.8
